date,time,address,offense,description
10/19/16,5:11 PM,100 S 33rd St,Weapons,Male in possession of weapon and narcotics/Arrest
10/20/16,3:05 PM,3800 Ludlow St,Weapons,Male with stolen weapon/Arrest
11/20/16,5:00 PM,3400 Spruce St,Weapons,Firearm violation/Arrest
