Chauncey Allen Goodrich,1835
Jesse Mercer,1835
William Frederick D’Wolf,1835
Asher Robbins,1835
Timothy Robinson Cressey,1836
John Gebhard,1836
Nicholas Medberry,1836
William Parker,1836
Alexander Hamilton Vinton,1836
Myron Munson Dean,1837
Richard Simpson Fellowes,1837
Dennis Hart Mahan,1837
Jacob Ide,1837
William Harris Murch,1837
Samuel Aaron,1838
Charles Tillinghast James,1838
Lyman Beecher Larkin,1838
Owen Mason,1838
Robert Everett Pattison,1838
Horatio Potter,1838
Abraham Blanding,1838
Joseph John Gurney,1838
Richard Fletcher,1839
Abel Stevens,1839
Joseph Williamson,1839
William Yates,1839
Humphrey Avery,1841
Amos Perry,1841
John Russell,1841
Lucius Leslie Scammell,1841
Alexis Caswell,1841
Cyrus Mason,1841
James Craft Welch,1842
William Jenny,1842
Spencer Houghton Cone,1842
John Mason Williams,1842
Arthur Fuller Drinkwater,1843
Alexander Duncan,1843
George Francis Needham,1843
John Pitman,1843
Ezekiel Whitman,1843
Edward North,1844
Edward Albern Crawley,1844
John Sharp Maginnis,1844
Theron Metcalf,1844
John Whipple,1844
Kazlitt Arvine,1845
Frederick Bosworth,1845
Rowland Gibson Hazard,1845
Thomas Ricker Lambert,1845
James Craft Welch,1845
Job Durfee,1845
John Reed,1845
William Cabell Rives,1845
George Francis Cushman,1846
Andrew Dexter,1846
James Nathaniel Granger,1846
Addison Parker,1846
Wilkins Updike,1846
John Webster,1846
Alvan Bond,1846
George Burgess,1846
Edwards Amasa Park,1846
Baron Stow,1846
David Newton Sheldon,1847
Joseph Emerson Worcester,1847
John Russell Bartlett,1848
William Mitchell,1848
Charles William Parsons,1848
Swan Lyman Pomeroy,1848
Charles Edward Forbes,1848
Richard Ward Greene,1848
Dura Durand Pratt,1849
Nelson Wheeler,1849
Edward Coffin Anderson,1849
William Hague,1849
Mark Anthony De Wolfe Howe,1849
Elam Smalley,1849
James William Thompson,1849
John Henry Clifford,1849
George Washington Keely,1849
George Robert Russell,1849
Richard Sexton James,1850
Stephen Thayer Olney,1850
Henry Adolphus Miles,1850
Rollin Heber Neale,1850
Lemuel Shaw,1850
George Ticknor,1850
Samuel Worcester Taylor,1851
Geronimo Urmeneta,1851
Solomon Peck,1851
Zachariah Allen,1851
Lafayette Sabine Foster,1851
George Howland,1852
Ephraim Knight,1852
Jonathan Edwards Ryland,1852
Joseph Angus,1852
Joseph Muenscher,1852
Joseph Whiting Parker,1852
John Carter Brown,1852
Dennis Hart Mahan,1852
William Ruggles,1852
Jared Warner Williams,1852
Elisha Budd DeMille,1853
Zachariah Eddy,1853
Josiah Hunt,1853
Joshua Leland Maynard,1853
Andrew Pollard,1853
Daniel Shepardson,1853
Francis Mason,1853
Ezekiel Gilman Robinson,1853
Thomas Shepard,1853
Daniel Dewey Barnard,1853
George Ide Chace,1853
Henry Stephens Randall,1853
Benjamin Franklin Thomas,1853
Augustus Frederick Day,1853
George William Curtis,1854
Calvin Fletcher,1854
Gideon French Thayer,1854
James Nathaniel Granger,1854
Henry Jackson,1854
Cyrus Kingsbury,1854
Edward Mellen,1854
Hugh Miller,1854
Samuel Harvey Taylor,1854
John Lauris Blake,1855
John Ledyard Denison,1855
George Washington Dow,1855
Sylvester Gardner Shearman,1855
George Wood,1855
Silas Axtell Crane,1855
Harrison Gray Otis Dwight,1855
Arthur Savage Train,1855
Samuel Ames,1855
William Williams Mather,1855
William Binney,1856
Edward Carlisle Boynton,1856
Joseph Blaner Breed,1856
Samuel William Southmayd Dutton,1856
Alvah Hovey,1856
George Maxwell Randall,1856
John Kingsbury,1856
Joseph Coggin Foster,1857
Moses Brown Lockwood,1857
Samuel Budd Swaim,1857
Leonard Swain,1857
Benjamin Robbins Curtis,1857
George Norman Bigelow,1858
Thomas Knight King,1858
Emory Lyon,1858
William Mitchell Rodman,1858
David March Warren,1858
Christopher Mardenborough Nickels,1858
Thomas Hubbard Vail,1858
Peter Child Bacon,1858
George Barrell Emerson,1858
Erastus Andrews,1859
William Daniel Brayton,1859
Nathaniel Peter Hill,1859
Sylvanus Chace Newman,1859
Thomas Davis Anderson,1859
Charles Worthen Flanders,1859
Baptist Wriothesley Noel,1859
John Larkin Lincoln,1859
Geronimo Urmeneta,1859
Thomas Ewing,1860
Joseph Hall,1860
George Augustus Woodbridge,1860
Thomas March Clark,1860
George Taft,1860
Isaac Davis,1860
John Meredith Read,1860
Ambrose Everett Burnside,1861
William Sprague,1861
Ebenezer Dodge,1861
Robert Curtis Mills,1861
James Henry Duncan,1861
Atwood Bond Meservey,1862
William Paine Sheffield,1862
William Read Staples,1862
Henry Martyn Dexter,1863
Horatio Gates Jones Jr.,1863
James Tift Champlin,1863
Andrew Pollard,1863
Thomas Poynton Ives,1864
William Scott McKenzie,1864
Leonard Walker,1864
Robinson Potter Dunn,1864
Edward Abiel Stevens,1864
Goldwin Smith,1864
George Augustus Crocker,1865
Samuel Gummere,1865
George Thurber,1865
Frank Wheaton,1865
Alexis Caswell,1865
Samuel Curry,1866
William Augustus Mowry,1866
John Meredith Read,1866
John Westall,1866
George Dana Boardman,1866
Kendall Brooks,1866
Alexander Burgess,1866
George Park Fisher,1866
John Augustus Bolles,1866
James Fletcher Blackinton,1867
Charles Collins Van Zandt,1867
William Hadley Eaton,1867
Charles Smith Bradley,1867
Alpheus Carey Morse,1868
Adoniram Judson Huntington,1868
James McCosh,1868
Howard Osgood,1868
James Burrill Angell,1868
Nathan Clifford,1868
Samuel Gridley Howe,1868
Silas Alward,1869
John Howard Appleton,1869
Bohan Prentiss Byram,1869
Horatio Nelson Slater,1869
William Leete Stone,1869
William Robinson Babcock,1869
Heman Lincoln Wayland,1869
William Beach Lawrence,1869
Albert Harkness,1869
Roland Gibson Hazard,1869
Sylvanus Clapp,1870
George Henry Corliss,1870
Stephen Farnum Peckham,1870
Chester Isham Reed,1870
William Watson Waterman,1870
Charles Manning Bowers,1870
Jeremiah Lewis Diman,1870
Augustus Hopkins Strong,1870
George Arnold Brayton,1870
James Butler Campbell,1870
Samuel Stillman Greene,1870
Marcus Morton Jr.,1870
Alfred Porter Putnam,1871
John Wenger,1871
Charles Warren Greene,1872
David Webster Hoyt,1872
George Francis Wilson,1872
Lyman Jewett,1872
Henry Bowen Anthony,1872
Ezekiel Gilman Robinson,1872
Benjamin Bosworth Smith,1872
Charles Durlin Bray,1873
Caleb Fiske Harris,1873
Henry Howard,1873
Henry Chapin,1873
Thomas Allen Jenckes,1873
George Van Ness Lothrop,1873
Rush Christopher Hawkins,1874
Robert Henry Thurston,1874
Daniel William Phillips,1874
James Gardiner Vose,1874
Carl Wilhelm Ernst,1875
David Hunt,1875
Joseph Augustus Shores,1875
Albert Keith Smiley,1875
William Babcock Weeden,1875
Robert John Adams,1875
Daniel Leach,1875
Thomas Durfee,1875
William Gaston,1875
George Bullen,1876
Daniel Moses Fisk,1876
James Carruthers Greenough,1876
James Sullivan Russell,1876
Stephen Smith,1876
John Henry Stiness,1876
Elias Henry Johnson,1877
James Ferdinand Morton,1877
George Edwin Horr,1878
Adoniram Judson Gordon,1878
Charles Stanford,1878
Samuel Greene Arnold,1878
Alexander Lyman Holley,1878
Charles Taber Congdon,1879
Louis Henry Marvel,1879
