Walter Simonds Franklin,1950
Paul Gray Hoffman,1950
Edwin Roulette Keedy,1950
Ernest Minor Patterson,1950
Margie Alice Smith,1950
Paul-Henri Spaak,1950
John Von Neumann,1950
Elizabeth Cecelia Berrang,1951
Anne Bezanson,1951
Robin Carl Buerki,1951
Hugh Latimer Dryden,1951
John Sydney Fine,1951
William Howard Fineshriber,1951
Albert Anthony Giesecke,1951
James Rhyne Killian Jr.,1951
Joseph Pennell,1951
Conyers Read,1951
Alfred Hector Williams,1951
Williams Biddle Cadwalader,1952
Frederick Sumner Mckay,1952
Lester Weldon Nelson,1952
Franklin Haines Price,1952
David Sarnoff,1952
Boyd Lee Spahr,1952
William Carlos Williams,1952
Henry Merritt Wriston,1952
James Burns Amberson,1953
William Blum,1953
Van Wyck Brooks,1953
Herbert Kurtz Cooper,1953
Milton Stover Eisenhower,1953
Edith Hamilton,1953
Gaylord Probasco Harnwell,1953
Harold Hillenbrand,1953
Edward Hopkinson Jr.,1953
Harry Elmer Humphreys Jr.,1953
Thomas Bayard Mccabe,1953
Robert Thompson Mccracken,1953
Thomas Parran,1953
Elizabeth Kerr Porter,1953
Isidor Schwaner Ravdin,1953
Harold Vincent Smith,1953
Dag HammarskjØLd,1954
Alfred Bennett Harbage,1954
Robert Henry Ivy,1954
Mervin Joe Kelly,1954
Grayson Louis Kirk,1954
Willis Eugene Lamb Jr.,1954
Joseph Folwell Scull Jr.,1954
Charles Edward Wyzanski Jr.,1954
Caleb Canby Balderston,1955
Catherine Drinker Bowen,1955
Leroy Edgar Chapman,1955
Charles Wendell David,1955
Oveta Culp Hobby,1955
George Howe,1955
Karl Spencer Lashley,1955
Franklin David Murphy,1955
William Bradford Shockley,1955
Alvin Duke Chandler,1956
Thomas Sovereign Gates Jr.,1956
Alfred Whitney Griswold,1956
Mary Gibson Henry,1956
Thomas Malcolm Knox,1956
Simon Smith Kuznets,1956
Henry Cabot Lodge Jr.,1956
Kenjiro Matsumoto,1956
Nathan Marsh Pusey,1956
Alic Halford Smith,1956
Allen Michener Stearne,1956
Otto Struve,1956
Axel Hugo Theorell,1956
Earl Warren,1956
Walter Gordon Whitman,1956
William Joseph Brennan Jr.,1957
Arthur Gardiner Coons,1957
Cleo Frank Craig,1957
John Anthony Diemand,1957
Henry Richard Dietrich,1957
Bernard Feustman Gimbel,1957
Frank Cyril James,1957
Charles Alvin Jones,1957
Clarence Mahlon Kline,1957
George Michael Leader,1957
Sydney Errington Martin,1957
William McChesney Martin Jr.,1957
George Meany,1957
Mabel Newcomer,1957
Joseph Russell Smith,1957
Lewis Lichtenstein Strauss,1957
Stanley Ferdinand Teele,1957
Marian Anderson,1958
Willy Brandt,1958
Arthur Frank Burns,1958
Ralph Erskine Cleland,1958
Robert Dechert,1958
Harold Wells Gilbert,1958
Robert Francis Goheen,1958
Arthur Lehman Goodhart,1958
George Morris Piersol,1958
Sigmund Skard,1958
Courtney Craig Smith,1958
Edwin Bucher Williams,1958
Robert Stevenson Aitken,1959
Jasper Yeates Brinton,1959
Ralph Connor,1959
Althea Hallowell Kratz Hottel,1959
Dana Greenleaf How,1959
Joseph Victor Klauder,1959
David Leo Lawrence,1959
Esther Lazarus,1959
Hadleigh Marsh,1959
Robert Franklin Mehl,1959
Karl Friedrich Meyer,1959
Isaac Warner Roberts,1959
Virginia Pollard Robinson,1959
Richard Edwin Shope,1959
William Christopher Stadie,1959
John Cromwell Bell,1960
Millard Elwood Gladfelter,1960
Nelson Glueck,1960
George Bogdan Kistiakowski,1960
John William Knutson,1960
John William Mauchly,1960
John Jay Mccloy,1960
Jonathan Evans Rhoads,1960
Lauriston Sale Taylor,1960
Jacob Viner,1960
Eric Arthur Walker,1960
Arthur Stanton Adams,1961
Albert Croll Baugh,1961
Henry LeRoy Bockus,1961
Hugh Borton,1961
Francis Boyer,1961
Richardson Dilworth,1961
Crawford Hallock Greenewalt,1961
Edward George Harris,1961
William Henry Hastie,1961
Eugene Ormandy,1961
Arnold Joseph Toynbee,1961
Eugene Paul Wigner,1961
John Chipman,1962
Merle Eugene Curti,1962
James Frederic Dewhurst,1962
Clarence Douglas Dillon,1962
Henry Francis Du Pont,1962
Ahmed Fakhry,1962
Félix Houphouet-Boigny,1962
John Frederick Lewis Jr.,1962
Percy Childs Madeira Jr.,1962
Adolfo Molina-Orantes,1962
Muhammed Reza Shah Pahlavi,1962
Hans Rademacher,1962
John Eric Sidney Thompson,1962
Joseph Treloar Wearn,1962
George Dunton Widener,1962
William Norman Brown,1963
Joseph Sill Clark,1963
Lammot duPont Copeland,1963
Andrew Wellington Cordier,1963
Walter Gellhorn,1963
Alfred Irving Hallowell,1963
John Marshall Harlan,1963
Christian Archibald Herter,1963
Charles Peter Beauchamp Jeffreys,1963
Francis Keppel,1963
Giuseppe Moruzzi,1963
Henry Rawle Pemberton,1963
John Alanson Perkins,1963
Sarvepalli Radhakrishnan,1963
William Abraham Schnader,1963
David Van Pelt,1963
George Wells Beadle,1964
John Presper Eckert,1964
John Franklin Enders,1964
Roy Forbes Harrod,1964
Arthur Kornberg,1964
Severo Ochoa,1964
Rosemary Park,1964
William Warren Scranton,1964
Lawrence Baker Sheppard,1964
Wendell Meredith Stanley,1964
Joseph Stokes Jr.,1964
Marietta Peabody Tree,1964
Marvin Wachman,1964
George Packer Berry,1965
Kingman Brewster Jr.,1965
John Bruce,1965
George Washington Corner,1965
Rene Jules Dubos,1965
John Heysham Gibbon,1965
Wilfred Donnell Gillen,1965
Lister Hill,1965
Seymour Solomon Kety,1965
Hans Adolf Krebs,1965
Richard King Mellon,1965
Charles Coolidge Parlin,1965
Carl Frederic Schmidt,1965
Georg Von BÉKÉSy,1965
Walter Hubert Annenberg,1966
William Bosworth Castle,1966
Ronald Salmon Crane,1966
Glenn Raymond Morrow,1966
John Newsom,1966
Roy Franklin Nichols,1966
Jean Piaget,1966
Edgar Preston Richardson,1966
Howard Lane Rubendall,1966
Hugh Scott,1966
Roger Huntington Sessions,1966
Robert Clifton Weaver,1966
Howard III Butcher,1967
Aaron Everly Carpenter,1967
Charles Klein,1967
Seymour Jacob Kreshover,1967
Nils LagerlÖF,1967
Benjamin Dean Meritt,1967
James Alfred Perkins,1967
Raymond Philip Shafer,1967
Robert Ernest Spiller,1967
Esther du Pont Thouron,1967
Charles Raymond Whittlesey,1967
Frank Learoyd Boyden,1968
John Royston Coleman,1968
Jacob Furth,1968
Frederick Mortimer Graves,1968
Neal Elgar Miller,1968
William Samuel Paley,1968
Johan Thorsten Sellin,1968
John Archibald Wheeler,1968
Elmer Holmes Bobst,1969
Robert Bruce Brown,1969
Otis Howard Green,1969
Barbara Ward Jackson,1969
Samuel Noah Kramer,1969
Marshall Warren Nirenberg,1969
Stuart Thomas Saunders,1969
Bernard Gerard Segal,1969
Randall Thompson,1969
Orville Horwitz Bullitt,1970
Jefferson Barnes Fordham,1970
David Rockwell Goddard,1970
Jerzy Konorski,1970
Charles Martin,1970
Martin Meyerson,1970
Ieoh Ming Pei,1970
Dorothy Swaine Thomas,1970
Robert Dougherty Cross,1971
William Lang Day,1971
Haldan Keffer Hartline,1971
Philip Bernhard Hofmann,1971
Louis Isadore Kahn,1971
Virginia Harrington Wright Knauer,1971
Harold Smith Prince,1971
David Riesman,1971
Leon Howard Sullivan,1971
George William Taylor,1971
Rexford Guy Tugwell,1971
Francis Clark Wood,1971
William Gordon Bowen,1972
Thomas Childs Cochran,1972
Robert Galbraith Dunlop,1972
Nancy Hanks,1972
John Hilton Knowles,1972
Yu Hsiu Ku,1972
Harold Francis Linder,1972
The Rt. Hon. Earl of Burma K. G. Mountbatten,1972
Emily Hartshorne Mudd,1972
George Holmes Perkins,1972
Donald Thomas Regan,1972
Andrew Wyeth,1972
Christian Boehmer Anfinsen,1973
Mary Eakin Crooks,1973
Leonard Davis,1973
Gerald Maurice Edelman,1973
Jerome Heartwell Holland,1973
Roy Harris Jenkins,1973
Clark Kerr,1973
Leon Levy,1973
John Robert Schrieffer,1973
Ernest Scott,1973
George Pratt Shultz,1973
Louise Elkins Sinkler,1973
Morris Simon Viteles,1973
Willis Jay Winn,1973
Sadie Tanner Mossell Alexander,1974
William Oliver Baker,1974
Louis Barkhouse Flexner,1974
Richard Buckminster Fuller,1974
Grace Murray Hopper,1974
Talcott Parsons,1974
Howard Charles Petersen,1974
John Robinson Pierce,1974
Cyril Stanley Smith,1974
Sarkes Tarzian,1974
Morris Wolf,1974
Harold Lionel Zellerbach,1974
Assadollah Alam,1975
Edward J. Bloustein,1975
William Gordon Bowen,1975
Gerald Rudolph Ford,1975
Thomas Ashley Graves Jr.,1975
Hrothgar John Habakkuk,1975
Avraham Harman,1975
Aloysius Leon Higginbotham Jr.,1975
Matina Souretis Horner,1975
Donald Frederick Hornig,1975
John George Kemeny,1975
Francis Stewart Leland Lyons,1975
Walton Brooks Mcdaniel,1975
William James Mcgill,1975
Farhang Mehr,1975
Alice Rosemary Murray,1975
Hugh Norwood Robson,1975
John Steven Watson,1975
Charles Haynes Wilson,1975
Edward Maitland Wright,1975
Daniel Aaron,1976
Kenneth Joseph Arrow,1976
John Bardeen,1976
Warren Earl Burger,1976
William Thaddeus Coleman Jr.,1976
Henry Steele Commager,1976
Marcus Falkner Cunliffe,1976
James Anderson Depriest,1976
John Thomas Dunlop,1976
Thomas Irwin Emerson,1976
Benjamin Franklin,1976
James William Fulbright,1976
Valéry Giscard D'Estaing,1976
Israel Goldstein,1976
Henry Russell Hitchcock,1976
Shirley Mount Hufstedler,1976
Ivor Nöel Hume,1976
Hugh Esmor Huxley,1976
Ada Louise Huxtable,1976
Philip Caryl Jessup,1976
Howard Mumford Jones,1976
Leonid Vital'evich Kantorovich,1976
Carl Kaysen,1976
Tjalling Charles Koopmans,1976
Simon Smith Kuznets,1976
Harold Dwight Lasswell,1976
Wassily W. Leontief,1976
Edward Hirsch Levi,1976
Margaret Mead,1976
Clarence Morris,1976
Vernon Benjamin Mountcastle Jr.,1976
Sir Nikolaus Pevsner,1976
Curt Paul Richter,1976
Lionel Charles Robbins,1976
Walter Alter Rosenblith,1976
Paul Anthony Samuelson,1976
Edward Shils,1976
Frank Stanton,1976
Joan duPlat Taylor,1976
Howard Martin Temin,1976
Robert Orville Anderson,1977
Gwendolyn Brooks,1977
Ernst Hans Josef Gombrich,1977
Hubert Horatio Humphrey,1977
Eleanor Biddle Lloyd,1977
Saunders Maclane,1977
Eugene Percival Pendergrass,1977
Art Buchwald,1978
Lester William Burket,1978
Julius Hiram Comroe Jr.,1978
Clifton Orrin Dummett,1978
Pierre Emmanuel,1978
Robert Frank,1978
Hans Frauenfelder,1978
Henry Maurice Goldman,1978
Louis Irwin Grossman,1978
Patricia Roberts Harris,1978
Theodore Martin Hesburgh,1978
Wilton Marion Krogman,1978
Gordon Norton Ray,1978
Harold Glendon Scheie,1978
John Haines III Ware,1978
Ruth Josephine Dean,1979
William Theodore Golden,1979
Joshua Lederberg,1979
Charles Brelsford Mccoy,1979
Wade Hampton Mccree,1979
Robert King Merton,1979
Garry Trudeau,1979
Jacqueline Grennan Wexler,1979
Charles Samuel Addams,1980
The Lord Annan,1980
Nnamdi Azikiwe,1980
Reginald Harold Jones,1980
Sol Myron Linowitz,1980
Jerre Gerlando Mangione,1980
James Albert Michener,1980
Robert Venturi,1980
Chien-Shiung Wu,1980
Peter Ferdinand Drucker,1981
John Hope Franklin,1981
Vernon Eulion Jordan Jr.,1981
Stella Kramrisch,1981
Robert Strange Mcnamara,1981
Paul Fetterolf Miller Jr.,1981
Sybil Collins Mobley,1981
Lyman Cunningham Ogilby,1981
Francis Otto Schmitt,1981
Elmer Boyd Staats,1981
Sterling Allan Brown,1982
Helen Octavia Dickens,1982
E. Jules Francois,1982
Nelson Goodman,1982
Carl Kupfer,1982
Es'kia Mphalele,1982
Arnall Patz,1982
Charles Louis Schepens,1982
Robert Lincoln Trescher,1982
Torsten Nils Wiesel,1982
Edwin 2nd Wolf,1982
Comer Vann Woodward,1982
John Harrison Burnett,1983
Henry Martyn II Chance,1983
Ansley Johnson Coale,1983
Norman Christopher Francis,1983
Shelomo Dov Goitein,1983
Ellen Holtz Goodman,1983
Fritz Otto Haas,1983
Sir George Porter,1983
Chaim Potok,1983
Charles Coale Price,1983
Jessie May Scott,1983
Glenn Theodore Seaborg,1983
Isaac Starr,1983
Jerome Bert Wiesner,1983
Esmond Wright,1983
Mark Whittier Allam,1984
Edmund Norwood Bacon,1984
August Adolphus III Busch,1984
Roger Andrew Caras,1984
Avram Noam Chomsky,1984
Mildred Cohn,1984
Fitz Eugene Dixon Jr.,1984
John Whiley Eckman,1984
Rudolf Fankhauser,1984
W. Wilson Goode,1984
Carolyn G. Heilbrun,1984
Sir Andrew Fielding Huxley,1984
Ainsley Iggo,1984
Charles Poor 2nd Kindleberger,1984
Arthur Asher Miller,1984
John Brown Neff,1984
Susumu Ohno,1984
Ruth Patrick,1984
Benjamin Quarles,1984
Theodora Ayer Randolph,1984
Margaret McGrath Rockefeller,1984
Andrei Dmitriyevich Sakharov,1984
Ernest Jackson Lawson Soulsby,1984
Otto Springer,1984
André Watts,1984
Nochem Samuel Winnet,1984
Leonore Annenberg,1985
Lillian Sholtis Brunner,1985
Britton Chance,1985
Edward Emil David Jr.,1985
Marian Wright Edelman,1985
Samuel Eilenberg,1985
Danny Kaye,1985
Katherine Anne Kendall,1985
Thomas Adeoye Lambo,1985
Donald Newton Langenberg,1985
Harold Lewis,1985
Ruth Watson Lubic,1985
Margaret Redfield Mainwaring,1985
Mary Patterson Mcpherson,1985
George Almon Munger,1985
Hilary Whitehall Putnam,1985
George Rochberg,1985
David Elliott Rogers,1985
Henry Salvatori,1985
Roland Walter Schmitt,1985
Thelma Mermelstein Schorr,1985
Frederick Seitz,1985
Julius Axelrod,1986
Michael Stuart Brown,1986
Rebecca Jean Brownlee,1986
Athol Harold Lanigan Fugard,1986
Charles Antony Richard Hoare,1986
Richard Manning Karp,1986
Donald Ervin Knuth,1986
Estée Lauder,1986
Allen Newell,1986
Herman Paul Schwan,1986
Lawrence Stone,1986
John Edgar Wideman,1986
Robert Austrian,1987
Thomas Ehrlich,1987
Kent Vaughn Flannery,1987
Edgar Kaufmann Jr.,1987
Margaret Eliza Kuhn,1987
Bernard Lewis,1987
Floyd Glenn Lounsbury,1987
Machteld Johanna Mellink,1987
Riccardo Muti,1987
Erica Reiner,1987
Robert Bocking Stevens,1987
David Mackenzie Wilson,1987
Joseph William Burk,1988
Ornette Coleman,1988
Anne D'Harnoncourt (Rishel),1988
Charles Denston Dickey Jr.,1988
William Herbert III Gray,1988
Vartan Gregorian,1988
Henry Max Hoenigswald,1988
Chloe Anthony Morrison,1988
Patricia Scott Schroeder,1988
Edward Digby Baltzell,1989
Ruth Wright Hayre,1989
Arnold Seymour Relman,1989
Janet Davison Rowley,1989
Mike Wallace,1989
Baruch Samuel Blumberg,1990
Barbara Pierce Bush,1990
William Henry Cosby Jr. (stricken),1990
Raymond Davis Jr.,1990
Balkrishna Vithaldos Doshi,1990
Joseph Esherick,1990
Izrael Moiseevich Gelfand,1990
Jane Goodall,1990
Lawrence Halprin,1990
Charles Everett Koop,1990
Akio Morita,1990
Sir Peter Shepheard,1990
Sir David Cecil Smith,1990
Faye Wattleton,1990
Tatyana Ivanovna Zaslavskaya,1990
Stephen Jay Gould,1991
Judith Jamison,1991
Ted Koppel,1991
Turgut Ozal,1991
James Bennett Pritchard,1991
Claude E. Shannon,1991
Rebecca Pepper Sinkler,1991
Charles Samuel Wolf,1991
K. Jon Barwise,1992
Candice Bergen,1992
Rupert E. Billingham,1992
John R. Casani,1992
James P. Comer,1992
Natalie Zemon Davis,1992
Chen Fu Koo,1992
Ismail Mahomed,1992
Arno A. Penzias,1992
Arthur Ross,1992
Miriam Ben-Porat,1993
Jeanne Quint Benoliel,1993
Hillary Rodham Clinton,1993
Alfred Gellhorn,1993
Francis Sheldon Hackney,1993
Lucy Judkins Durr Hackney,1993
Ralph Landau,1993
William Julius Wilson,1993
Gloria Twine Chisum,1994
Henry G. Cisneros,1994
Claire M. Fagin,1994
Mary Ellen Mark,1994
Denise Scott Brown,1994
Samuel O. Thier,1994
PHILIP V. Tobias,1994
Jane Alexander,1995
Stanley Norman Cohen,1995
Mary Maples Dunn,1995
Harry Barkus Gray,1995
Emmanuel Le Roy Ladurie,1995
Alvin Varner Shoemaker,1995
Donald M. Stewart,1995
Tom Brokaw,1996
Rita Dove,1996
Helen Frankenthaler,1996
Moshe Greenberg,1996
Jon M. Huntsman,1996
Arnold J. Levine,1996
Nabeel Sha'Ath,1996
Maurice Wilkes,1996
Shirley Sears Chater,1997
William H. Danforth,1997
Gary Graffman,1997
Richard A. Posner,1997
Louis Sokoloff,1997
Simone Veil,1997
Charles Kaufman II Williams,1997
Ahmed H. Zewail,1997
Arlin M. Adams,1998
Jimmy Carter,1998
Francis S. Collins,1998
Frank Moore Cross,1998
Alan Greenspan,1998
Jessye Norman,1998
Stanley B. Prusiner,1998
Isabella Lugoski Karle,1999
Billie Jean King,1999
Gerda Lerner,1999
Robert E. Rubin,1999
Earl Reece Stadtman,1999
P. Roy Vagelos,1999
John N. Bahcall,2000
Mary Douglas,2000
Ronald Dworkin,2000
Seamus Heaney,2000
Wynton Marsalis,2000
Edward G. Rendell,2000
Peter C. Doherty,2001
Elizabeth Plater-Zyberk,2001
Andrés M. Duany,2001
Daniel Kahneman,2001
John S. Mccain,2001
Ruth J. Simmons,2001
Joan Ganz Cooney,2002
Eric Hobsbawm,2002
Irwin Jacobs,2002
Jim Lehrer,2002
Richard Smalley,2002
Stephen Breyer,2003
Herbert J. Gans,2003
Sadako Ogata,2003
Mamphela Aletta Ramphele,2003
Philip Roth,2003
Desmond Tutu,2003
Bono,2004
Elizabeth Blackburn,2004
Lee Friedlander,2004
Jaroslav Pelikan,2004
Max Roach,2004
Judith Rodin,2004
Kofi Annan,2005
Quincy Jones,2005
Saul Kripke,2005
Ralph Roberts,2005
Judy Woodruff,2005
Nancy Fugate Woods,2005
Jodie Foster,2006
Henry Louis Gates Jr.,2006
Shirley Ann Jackson,2006
Lawrence Klein,2006
Judith Pollock Klinman,2006
Steve Wynn (stricken),2006
James A. Baker Iii,2007
Aaron Temkin Beck,2007
Caroline W. Bynum,2007
Mildred Dresselhaus,2007
Aretha Franklin,2007
Shirley Franklin,2007
Ruth Bader Ginsburg,2007
Michael Bloomberg,2008
Paquito D'Rivera,2008
Drew Gilpin Faust,2008
Lila Gleitman,2008
Bert W. O'Malley,2008
Cyril Ramaphosa,2008
Neil deGrasse Tyson,2008
Yvon Chouinard,2009
George H. Crumb,2009
Jennifer Yvonne Mokgoro,2009
Eric E. Schmidt,2009
Susan Solomon,2009
Muhammad Yunus,2009
Sandra Faber,2010
Paul Farmer,2010
Jon M. Huntsman Jr.,2010
Risa J. Lavizzo-Mourey,2010
Greg Mortenson,2010
Peter C. Nowell,2010
James S. Riepe,2010
Renée C. Fox,2011
Mo Ibrahim,2011
Nicholas Kristof,2011
Sheryl Wudunn,2011
Ei-ichi Negishi,2011
Joyce Carol Oates,2011
Denzel Washington,2011
Ruzena Bajcsy,2012
Geoffrey Canada,2012
Akira Endo,2012
Peter D. Lax,2012
John R. Lewis,2012
David H. Petraeus,2012
Anna Deavere Smith,2012
Kwame Anthony Appiah,2013
Joseph R. Biden Jr.,2013
Ursula Burns,2013
Ngozi Okonjo-Iweala,2013
Samuel H. Preston,2013
Ellen Mosley-Thompson,2013
Lonnie G. Thompson,2013
James Edward West,2013
Eugenio Calabi,2014
Johnnetta Betsch Cole,2014
Edna Adan Ismail,2014
John Legend,2014
Raymond G. Perelman,2014
Olympia Snowe,2014
George A. Weiss,2014
Arthur K. Asbury,2015
Lee C. Bollinger,2015
Joan Myers Brown,2015
Rita Moreno,2015
Ellen Ochoa,2015
Samantha Power,2015
Cass R. Sunstein,2015
Hawa Abdi,2016
Elizabeth E. Bailey,2016
David Brooks,2016
Renée Fleming,2016
Sylvester James Gates Jr.,2016
Asma Jahangir,2016
Eric R. Kandel,2016
Lin-Manuel Miranda,2016
Isabel Allende,2017
Cory A. Booker,2017
Clara Franzini-Armstrong,2017
Terry Gross,2017
Ada Sue Hinshaw,2017
Robert Parris Moses,2017
Paul Muldoon,2017
